date,pearson,spearman,gerber
2016-09-30,0.4281766821571072,0.11983586667891273,0.7069932669370157
2016-11-01,0.41679821960396757,0.12255872475619523,0.43487311491004726
2016-12-01,0.5580187339509434,0.11512440771059211,-0.6272616327982895
2016-12-30,0.557677016712436,0.017209291581759656,-0.20762302831268348
2017-01-26,0.6257221206258317,0.08468961149451693,0.552457882826251
2017-03-01,0.25698856704883677,0.010409137887990104,-0.34588988375464963
2017-03-31,0.29195979287976903,0.05759302751989336,-0.2241000243657814
2017-04-28,0.06572825789930754,-0.1630295202588279,-0.7926005386406172
2017-06-01,0.22325104566745704,0.05904005019736818,0.48335777263925706
2017-06-30,0.0347887940643419,-0.0722990447087344,-0.17976338443124798
2017-08-01,0.451468449317603,0.10694217043760595,0.7175349549894656
